Username,OrganizationId,PositionName,StartDate,EndDate
1778803,92048,Signatory,09/19/2024,
1869389,85779,Signatory,09/19/2024,
1869389,46104,Signatory,09/19/2024,
1801612,378049,Signatory,09/19/2024,
1817407,91275,Signatory,09/19/2024,
1866988,46084,Signatory,09/19/2024,
1866988,46513,Signatory,09/19/2024,
1655930,46345,Signatory,09/19/2024,
1849995,46362,Signatory,09/19/2024,
1813429,342473,Signatory,09/19/2024,
1821377,46128,Signatory,09/19/2024,
1761529,46043,Signatory,09/19/2024,
1760712,237715,Signatory,09/19/2024,
1760712,45989,Signatory,09/19/2024,
1768809,237715,Signatory,09/19/2024,
1768809,45989,Signatory,09/19/2024,
1855765,46339,Signatory,09/19/2024,
1500947,158926,Signatory,09/19/2024,
1869213,46081,Signatory,09/19/2024,
1869213,46009,Signatory,09/19/2024,
1869107,145622,Signatory,09/19/2024,
1905740,350987,Signatory,09/19/2024,
1905740,221505,Signatory,09/19/2024,
1764213,45976,Signatory,09/19/2024,
1733892,368593,Signatory,09/19/2024,
1733892,343229,Signatory,09/19/2024,
1771300,378444,Signatory,09/19/2024,
1771300,46078,Signatory,09/19/2024,
1868384,385103,Signatory,09/19/2024,
1862694,91527,Signatory,09/19/2024,
1811226,91527,Signatory,09/19/2024,
1851355,91487,Signatory,09/19/2024,
1759871,91561,Signatory,09/19/2024,
1759871,46656,Signatory,09/19/2024,
1809226,46291,Signatory,09/19/2024,
1806066,378998,Signatory,09/19/2024,
1806066,55813,Signatory,09/19/2024,
1774767,92151,Signatory,09/19/2024,
1832616,68800,Signatory,09/19/2024,
1851412,45944,Signatory,09/19/2024,
1764046,46171,Signatory,09/19/2024,
1764046,82948,Signatory,09/19/2024,
1865587,378438,Signatory,09/19/2024,
1855679,82714,Signatory,09/19/2024,
1927795,368854,Signatory,09/19/2024,
1813691,378150,Signatory,09/19/2024,
1803235,46664,Signatory,09/19/2024,
1751860,92067,Signatory,09/19/2024,
1763410,46036,Signatory,09/19/2024,
1772305,46081,Signatory,09/19/2024,
1758655,144296,Signatory,09/19/2024,
1815150,46019,Signatory,09/19/2024,
1868644,92008,Signatory,09/19/2024,
1805532,378180,Signatory,09/19/2024,
1849982,221672,Signatory,09/19/2024,
1862414,91943,Signatory,09/19/2024,
1862414,91643,Signatory,09/19/2024,
1849057,91311,Signatory,09/19/2024,
1814292,157342,Signatory,09/19/2024,
1817240,45989,Signatory,09/19/2024,
1734909,137564,Signatory,09/19/2024,
1734909,46026,Signatory,09/19/2024,
1772936,158422,Signatory,09/19/2024,
1849408,92124,Signatory,09/19/2024,
1701880,91302,Signatory,09/19/2024,
1772491,350133,Signatory,09/19/2024,
1809096,46215,Signatory,09/19/2024,
1763196,289679,Signatory,09/19/2024,
1813152,351503,Signatory,09/19/2024,
1758130,322560,Signatory,09/19/2024,
1758130,159039,Signatory,09/19/2024,
1769376,115755,Signatory,09/19/2024,
1899702,46717,Signatory,09/19/2024,
1796030,91426,Signatory,09/19/2024,
1714732,46717,Signatory,09/19/2024,
1731989,91882,Signatory,09/19/2024,
1605390,91996,Signatory,09/19/2024,
1675101,46360,Signatory,09/19/2024,
1675101,46482,Signatory,09/19/2024,
1701513,342467,Signatory,09/19/2024,
1809027,368347,Signatory,09/19/2024,
1797963,116038,Signatory,09/19/2024,
1767611,164249,Signatory,09/19/2024,
1867779,91527,Signatory,09/19/2024,
1867779,368593,Signatory,09/19/2024,
1865619,46158,Signatory,09/19/2024,
1903771,91776,Signatory,09/19/2024,
1810944,60055,Signatory,09/19/2024,
1765964,46694,Signatory,09/19/2024,
1831617,45988,Signatory,09/19/2024,
1831617,91739,Signatory,09/19/2024,
1800140,91534,Signatory,09/19/2024,
1859618,92124,Signatory,09/19/2024,
1764716,289679,Signatory,09/19/2024,
1762381,358440,Signatory,09/19/2024,
1762381,368347,Signatory,09/19/2024,
1762454,92008,Signatory,09/19/2024,
1762454,321243,Signatory,09/19/2024,
1732182,46717,Signatory,09/19/2024,
1765686,289625,Signatory,09/19/2024,
1762131,45930,Signatory,09/19/2024,
1880623,378619,Signatory,09/19/2024,
1810698,362064,Signatory,09/19/2024,
1815485,46002,Signatory,09/19/2024,
1823086,46415,Signatory,09/19/2024,
1860514,46304,Signatory,09/19/2024,
1768629,91218,Signatory,09/19/2024,
1768629,91534,Signatory,09/19/2024,
1818548,46027,Signatory,09/19/2024,
1850003,46360,Signatory,09/19/2024,
1624743,237715,Signatory,09/19/2024,
1624743,45989,Signatory,09/19/2024,
1851468,77191,Signatory,09/19/2024,
1801099,157342,Signatory,09/19/2024,
1520950,221672,Signatory,09/19/2024,
1816819,157342,Signatory,09/19/2024,
1814196,378033,Signatory,09/19/2024,
1813303,157342,Signatory,09/19/2024,
1758689,45930,Signatory,09/19/2024,
1853620,91277,Signatory,09/19/2024,
1751061,46355,Signatory,09/19/2024,
1772251,158429,Signatory,09/19/2024,
1819812,368593,Signatory,09/19/2024,
1752068,361804,Signatory,09/19/2024,
1862482,135404,Signatory,09/19/2024,
1865565,368593,Signatory,09/19/2024,
1870983,378438,Signatory,09/19/2024,
1847851,302865,Signatory,09/19/2024,
1859486,91311,Signatory,09/19/2024,
1851382,385341,Signatory,09/19/2024,
1848697,92144,Signatory,09/19/2024,
1848697,46657,Signatory,09/19/2024,
1860353,46657,Signatory,09/19/2024,
1879802,360315,Signatory,09/19/2024,
1760109,132779,Signatory,09/19/2024,
1870755,91643,Signatory,09/19/2024,
1857660,46308,Signatory,09/19/2024,
1857660,46617,Signatory,09/19/2024,
1707885,46389,Signatory,09/19/2024,
1907813,164118,Signatory,09/19/2024,
1866754,66098,Signatory,09/19/2024,
1879232,385341,Signatory,09/19/2024,
1810505,91643,Signatory,09/19/2024,
1810155,368509,Signatory,09/19/2024,
1753273,46308,Signatory,09/19/2024,
1806110,91996,Signatory,09/19/2024,
1763585,91438,Signatory,09/19/2024,
1806576,289776,Signatory,09/19/2024,
1806576,322283,Signatory,09/19/2024,
1806576,361223,Signatory,09/19/2024,
1859711,290597,Signatory,09/19/2024,
1859711,92117,Signatory,09/19/2024,
1859711,91738,Signatory,09/19/2024,
1782088,289679,Signatory,09/19/2024,
1813233,91758,Signatory,09/19/2024,
1767674,236807,Signatory,09/19/2024,
1045423,46550,Signatory,09/19/2024,
1812136,91567,Signatory,09/19/2024,
1811539,160211,Signatory,09/19/2024,
1880819,91685,Signatory,09/19/2024,
1880819,378048,Signatory,09/19/2024,
1860948,343537,Signatory,09/19/2024,
1860948,46657,Signatory,09/19/2024,
1868621,343234,Signatory,09/19/2024,
1701933,342473,Signatory,09/19/2024,
1814293,351416,Signatory,09/19/2024,
1758875,160637,Signatory,09/19/2024,
1861574,91442,Signatory,09/19/2024,
1878658,289625,Signatory,09/19/2024,
1820793,220977,Signatory,09/19/2024,
1860065,376121,Signatory,09/19/2024,
1860065,91919,Signatory,09/19/2024,
1762822,46028,Signatory,09/19/2024,
1768020,114883,Signatory,09/19/2024,
1763775,221627,Signatory,09/19/2024,
1862384,91452,Signatory,09/19/2024,
1824988,45998,Signatory,09/19/2024,
1861816,378037,Signatory,09/19/2024,
1820474,92169,Signatory,09/19/2024,
1881722,91795,Signatory,09/19/2024,
1818821,46094,Signatory,09/19/2024,
1770360,351406,Signatory,09/19/2024,
1770807,378135,Signatory,09/19/2024,
1865945,378438,Signatory,09/19/2024,
1817848,120911,Signatory,09/19/2024,
1818829,322120,Signatory,09/19/2024,
1766245,45904,Signatory,09/19/2024,
1871919,91902,Signatory,09/19/2024,
1871919,351112,Signatory,09/19/2024,
1848552,58731,Signatory,09/19/2024,
1764481,116918,Signatory,09/19/2024,
1762681,378037,Signatory,09/19/2024,
1762681,350140,Signatory,09/19/2024,
1818711,289625,Signatory,09/19/2024,
1815454,159037,Signatory,09/19/2024,
1758770,146900,Signatory,09/19/2024,
1857608,46445,Signatory,09/19/2024,
1850782,46302,Signatory,09/19/2024,
1795168,115058,Signatory,09/19/2024,
1772888,46655,Signatory,09/19/2024,
1927988,91442,Signatory,09/19/2024,
1900581,91523,Signatory,09/19/2024,
1768700,91703,Signatory,09/19/2024,
1761044,146900,Signatory,09/19/2024,
1913647,91442,Signatory,09/19/2024,
1821169,45981,Signatory,09/19/2024,
1795207,115058,Signatory,09/19/2024,
1769410,46158,Signatory,09/19/2024,
1874911,144563,Signatory,09/19/2024,
1874911,376122,Signatory,09/19/2024,
1767880,322119,Signatory,09/19/2024,
1075401,91847,Signatory,09/19/2024,
1760254,45912,Signatory,09/19/2024,
1819142,91452,Signatory,09/19/2024,
1813602,56687,Signatory,09/19/2024,
1814055,220489,Signatory,09/19/2024,
1814055,159037,Signatory,09/19/2024,
1814055,304125,Signatory,09/19/2024,
1782390,351406,Signatory,09/19/2024,
1818740,377193,Signatory,09/19/2024,
1818740,46108,Signatory,09/19/2024,
1818740,46578,Signatory,09/19/2024,
1818740,91739,Signatory,09/19/2024,
1761932,91280,Signatory,09/19/2024,
1761932,45944,Signatory,09/19/2024,
1809879,45885,Signatory,09/19/2024,
1809879,92002,Signatory,09/19/2024,
1809879,361568,Signatory,09/19/2024,
1809879,361545,Signatory,09/19/2024,
1817554,378048,Signatory,09/19/2024,
1817667,54275,Signatory,09/19/2024,
1801480,45944,Signatory,09/19/2024,
1877062,46655,Signatory,09/19/2024,
1886226,46570,Signatory,09/19/2024,
1818435,378443,Signatory,09/19/2024,
1819511,92169,Signatory,09/19/2024,
1767188,46066,Signatory,09/19/2024,
1833910,46358,Signatory,09/19/2024,
1821206,378048,Signatory,09/19/2024,
1821206,290341,Signatory,09/19/2024,
1762346,46098,Signatory,09/19/2024,
1815876,376913,Signatory,09/19/2024,
1815876,378033,Signatory,09/19/2024,
1819662,159037,Signatory,09/19/2024,
1848813,146383,Signatory,09/19/2024,
1848813,91422,Signatory,09/19/2024,
1863698,333336,Signatory,09/19/2024,
1821014,351416,Signatory,09/19/2024,
1860066,343537,Signatory,09/19/2024,
1860066,290597,Signatory,09/19/2024,
1860066,46410,Signatory,09/19/2024,
1860504,144583,Signatory,09/19/2024,
1860504,46482,Signatory,09/19/2024,
1812580,163843,Signatory,09/19/2024,
1870172,45944,Signatory,09/19/2024,
1875838,91545,Signatory,09/19/2024,
1870253,378048,Signatory,09/19/2024,
1767002,289625,Signatory,09/19/2024,
1861731,114698,Signatory,09/19/2024,
1861731,343546,Signatory,09/19/2024,
1758208,351416,Signatory,09/19/2024,
1664438,45957,Signatory,09/19/2024,
1880607,301955,Signatory,09/19/2024,
1701833,45981,Signatory,09/19/2024,
1864298,378033,Signatory,09/19/2024,
1864298,91910,Signatory,09/19/2024,
1851928,385346,Signatory,09/19/2024,
1811680,360311,Signatory,09/19/2024,
1811680,342892,Signatory,09/19/2024,
1760544,332564,Signatory,09/19/2024,
1862556,91497,Signatory,09/19/2024,
1814797,92169,Signatory,09/19/2024,
1734381,350133,Signatory,09/19/2024,
1734381,378041,Signatory,09/19/2024,
1813194,340853,Signatory,09/19/2024,
1912360,81807,Signatory,09/19/2024,
1883230,377195,Signatory,09/19/2024,
1883230,46116,Signatory,09/19/2024,
1883230,45873,Signatory,09/19/2024,
1885130,91547,Signatory,09/19/2024,
1885130,58731,Signatory,09/19/2024,
1880196,135403,Signatory,09/19/2024,
1822421,46415,Signatory,09/19/2024,
1851838,164155,Signatory,09/19/2024,
1851838,45981,Signatory,09/19/2024,
1851838,91561,Signatory,09/19/2024,
1851838,46733,Signatory,09/19/2024,
1876486,360310,Signatory,09/19/2024,
1756508,46550,Signatory,09/19/2024,
1765057,368347,Signatory,09/19/2024,
1818891,91324,Signatory,09/19/2024,
1817440,46372,Signatory,09/19/2024,
1817440,377195,Signatory,09/19/2024,
1770235,46614,Signatory,09/19/2024,
1809664,324154,Signatory,09/19/2024,
1809664,45867,Signatory,09/19/2024,
1809664,46589,Signatory,09/19/2024,
1872644,46221,Signatory,09/19/2024,
1881619,46610,Signatory,09/19/2024,
1881612,91888,Signatory,09/19/2024,
1881612,91422,Signatory,09/19/2024,
1764323,46221,Signatory,09/19/2024,
1679375,46345,Signatory,09/19/2024,
1876620,114883,Signatory,09/19/2024,
1815377,46084,Signatory,09/19/2024,
1800736,378994,Signatory,09/19/2024,
1764070,91590,Signatory,09/19/2024,
1877433,343229,Signatory,09/19/2024,
1853182,46409,Signatory,09/19/2024,
1753607,60055,Signatory,09/19/2024,
1920656,46459,Signatory,09/19/2024,
1866976,46249,Signatory,09/19/2024,
1820985,135403,Signatory,09/19/2024,
1829489,46026,Signatory,09/19/2024,
1817745,60055,Signatory,09/19/2024,
1826966,46026,Signatory,09/19/2024,
1826966,156531,Signatory,09/19/2024,
1829379,85779,Signatory,09/19/2024,
1815383,76136,Signatory,09/19/2024,
1815383,361805,Signatory,09/19/2024,
1764265,321623,Signatory,09/19/2024,
1874768,91776,Signatory,09/19/2024,
1769606,222008,Signatory,09/19/2024,
1815055,92067,Signatory,09/19/2024,
1863002,378433,Signatory,09/19/2024,
1860697,46735,Signatory,09/19/2024,
1860697,91598,Signatory,09/19/2024,
1785514,332708,Signatory,09/19/2024,
1785514,91324,Signatory,09/19/2024,
1785514,117510,Signatory,09/19/2024,
1828362,120547,Signatory,09/19/2024,
1888788,46468,Signatory,09/19/2024,
1814693,220489,Signatory,09/19/2024,
1814172,45904,Signatory,09/19/2024,
1849401,91776,Signatory,09/19/2024,
1875819,91397,Signatory,09/19/2024,
1813782,100571,Signatory,09/19/2024,
1848448,58744,Signatory,09/19/2024,
1810073,46031,Signatory,09/19/2024,
1809923,343530,Signatory,09/19/2024,
1869850,92106,Signatory,09/19/2024,
1862715,139269,Signatory,09/19/2024,
1825971,165193,Signatory,09/19/2024,
1758449,85562,Signatory,09/19/2024,
1760007,351416,Signatory,09/19/2024,
1760007,378157,Signatory,09/19/2024,
1760007,361222,Signatory,09/19/2024,
1877541,378617,Signatory,09/19/2024,
1819469,46695,Signatory,09/19/2024,
1768597,343530,Signatory,09/19/2024,
1768597,45953,Signatory,09/19/2024,
1815070,46695,Signatory,09/19/2024,
1750970,46040,Signatory,09/19/2024,
1746394,91213,Signatory,09/19/2024,
1757359,368854,Signatory,09/19/2024,
1868262,54275,Signatory,09/19/2024,
1808959,45892,Signatory,09/19/2024,
1761306,45918,Signatory,09/19/2024,
1874236,92158,Signatory,09/19/2024,
1867387,384538,Signatory,09/19/2024,
1930889,46097,Signatory,09/19/2024,
1867900,143258,Signatory,09/19/2024,
1759652,219003,Signatory,09/19/2024,
1858989,91545,Signatory,09/19/2024,
1858989,46412,Signatory,09/19/2024,
1858989,91546,Signatory,09/19/2024,
1810254,219003,Signatory,09/19/2024,
1771639,219003,Signatory,09/19/2024,
1872254,46123,Signatory,09/19/2024,
1721574,91758,Signatory,09/19/2024,
1762429,91522,Signatory,09/19/2024,
1702745,46297,Signatory,09/19/2024,
1858979,91888,Signatory,09/19/2024,
1872056,377367,Signatory,09/19/2024,
1872056,85562,Signatory,09/19/2024,
1790003,46339,Signatory,09/19/2024,
1828983,160137,Signatory,09/19/2024,
946619,91996,Signatory,09/19/2024,
1867629,91211,Signatory,09/19/2024,
1867629,145622,Signatory,09/19/2024,
1810265,322119,Signatory,09/19/2024,
1801953,361211,Signatory,09/19/2024,
1810485,160137,Signatory,09/19/2024,
1818770,139269,Signatory,09/19/2024,
1818770,91336,Signatory,09/19/2024,
1871549,139269,Signatory,09/19/2024,
1646237,55011,Signatory,09/19/2024,
1872692,378442,Signatory,09/19/2024,
1783805,351118,Signatory,09/19/2024,
1803716,46339,Signatory,09/19/2024,
1712397,77314,Signatory,09/19/2024,
1712397,340852,Signatory,09/19/2024,
1712958,350851,Signatory,09/19/2024,
1763002,46190,Signatory,09/19/2024,
1860540,127071,Signatory,09/19/2024,
1819620,46215,Signatory,09/19/2024,
1876539,218933,Signatory,09/19/2024,
1850074,45887,Signatory,09/19/2024,
1801399,94160,Signatory,09/19/2024,
1810259,91943,Signatory,09/19/2024,
1810259,91337,Signatory,09/19/2024,
1850733,46302,Signatory,09/19/2024,
1820152,46019,Signatory,09/19/2024,
1849396,92158,Signatory,09/19/2024,
1863843,45998,Signatory,09/19/2024,
1863843,46208,Signatory,09/19/2024,
1863843,46207,Signatory,09/19/2024,
1863843,46738,Signatory,09/19/2024,
1808478,378172,Signatory,09/19/2024,
1817918,46213,Signatory,09/19/2024,
1734678,46424,Signatory,09/19/2024,
